_id,Composition,Reference,Is_Amorphous?,Casting,Type,Size_Measure,Size1,Size2,Characterization,From,Tg_[K],Tl_[K],DOI,Dmax_[mm],Tx_[K],Tm_[K],Melting,Environment,Sigma_[Mpa],Zmax_[mm],E_[GPA],Possion's_Ratio,v,Rc_[K/s],Fracture_Strength_[MPa],G_[GPa],Density_[g/cm^3]
60490a203e6da430a7212a02,B18Co82,"Inoue, A., Kitamura, A., Masumoto, T.: J. Mater. Sci. 16 (1981) 1895-1908.",AM,Melt Spinning,Ribbon,Width X Thickness,2-Jan, 0.02-0.03,TEM XRD,Carter,,,10.1007/BF00540638,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7212a03,B18Cr10Fe72,"Kaczkowski, Z., Kisdi-Koszo, E., Potocky, L.: Mater. Sci. Eng. A 133 (1991) 220-222.",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.04,AXS  SEM  TEM  XRD,Carter,,,10.1016/0921-5093(91)90054-Q,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a04,B18Cr14Fe68,"Kaczkowski, Z., Kisdi-Koszo, E., Potocky, L.: Mater. Sci. Eng. A 133 (1991) 220-222.",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.04,AXS  SEM  TEM  XRD,Carter,,,10.1016/0921-5093(91)90054-Q,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a05,B18Cr20Fe62,"Kaczkowski, Z., Kisdi-Koszo, E., Potocky, L.: Mater. Sci. Eng. A 133 (1991) 220-222.",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.04,AXS  SEM  TEM  XRD,Carter,,,10.1016/0921-5093(91)90054-Q,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a06,B18Cr2Fe80,"Kaczkowski, Z., Kisdi-Koszo, E., Potocky, L.: Mater. Sci. Eng. A 133 (1991) 220-222.",AM,Quenching,Ribbon,Width X Thickness,2-Jan,0.027, TEM  XRD,Carter,,,10.1016/0921-5093(91)90054-Q,,,,,,,,,,,,,,
60490a203e6da430a7212a07,B18Cr4Fe78,"Kaczkowski, Z., Kisdi-Koszo, E., Potocky, L.: Mater. Sci. Eng. A 133 (1991) 220-222.",AM,Quenching,Ribbon,Width X Thickness,2-Jan,0.027, TEM  XRD,Carter,,,10.1016/0921-5093(91)90054-Q,,,,,,,,,,,,,,
60490a203e6da430a7212a08,B18Cr5Fe77,"Kaczkowski, Z., Kisdi-Koszo, E., Potocky, L.: Mater. Sci. Eng. A 133 (1991) 220-222.",AM,Melt Spinning,Ribbon,Width X Thickness,['1' '0.5-1'],['0.04' '0.02'],['AXS  SEM  TEM  XRD' ' TEM  XRD'],Carter,,,10.1016/0921-5093(91)90054-Q,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a09,B18Cr6Fe76,"Kaczkowski, Z., Kisdi-Koszo, E., Potocky, L.: Mater. Sci. Eng. A 133 (1991) 220-222.",AM,Quenching,Ribbon,Width X Thickness,2-Jan,0.027, TEM  XRD,Carter,,,10.1016/0921-5093(91)90054-Q,,,,,,,,,,,,,,
60490a203e6da430a7212a0a,B18Cu0.5Fe81.5,"Komuro, M.: Master Dissertation, Tohoku University, 1984.",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.04,AXS  SEM  TEM  XRD ,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7212a0b,B18Cu10Fe72,"Komuro, M.: Master Dissertation, Tohoku University, 1984.",AC,Melt Spinning,Ribbon,Width X Thickness,1,0.04,AXS  SEM  TEM  XRD ,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7212a0c,B18Cu15Fe67,"Komuro, M.: Master Dissertation, Tohoku University, 1984.",AC,Melt Spinning,Ribbon,Width X Thickness,1,0.04,AXS  SEM  TEM  XRD ,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7212a0d,B18Cu1Fe81,"Komuro, M.: Master Dissertation, Tohoku University, 1984.",AC,Melt Spinning,Ribbon,Width X Thickness,1,0.04,AXS  SEM  TEM  XRD ,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7212a0e,B18Cu20Fe62,"Komuro, M.: Master Dissertation, Tohoku University, 1984.",AC,Melt Spinning,Ribbon,Width X Thickness,1,0.04,AXS  SEM  TEM  XRD ,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7212a0f,B18Cu5Fe77,"Komuro, M.: Master Dissertation, Tohoku University, 1984.",AC,Melt Spinning,Ribbon,Width X Thickness,1,0.04,AXS  SEM  TEM  XRD ,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7212a10,B18F26Fe56,"Sugawara, E., Katayama, T., Masumoto, T.: J. Magn. Soc. Jpn. 11: Suppl. S1 (1987) 277-280.",AC,Deposition,Thin Film,,,,TEM XRD,Carter,,,10.3379/jmsjmag.11.S1_277,,,,,Vacuum,,,,,,,,,
60490a203e6da430a7212a11,B18F7Fe75,"Sugawara, E., Katayama, T., Masumoto, T.: J. Magn. Soc. Jpn. 11: Suppl. S1 (1987) 277-280.",AM,Deposition,Thin Film,,,,TEM XRD,Carter,,,10.3379/jmsjmag.11.S1_277,,,,,Vacuum,,,,,,,,,
60490a203e6da430a7212a12,B18Fe23Ni59,"Ward, K.D., Crangle, J., Davies, H.A.: Proc. 4th Int. Conf. Rapidly Quenched Met., Sendai,Masumoto, T., Suzuki, K. (eds.), The Japan Institute of Metals 2 (1982) 1141-1144.",AM,Melt Spinning,Ribbon,,,,AES  EMA  TEM  XRD ,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a13,B18Fe31.5Ni50.5,"Ward, K.D., Crangle, J., Davies, H.A.: Proc. 4th Int. Conf. Rapidly Quenched Met., Sendai,Masumoto, T., Suzuki, K. (eds.), The Japan Institute of Metals 2 (1982) 1141-1144.",AM,Melt Spinning,Ribbon,,,,AES  EMA  TEM  XRD ,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a14,B18Fe40Mo4Ni38,"Prakash, B.: Wear 258 (2005) 217–224.",AM,Melt Spinning,Ribbon,,,,,Carter,,,10.1016/j.wear.2004.09.010,,683.0,,,,,,,,,,,,
60490a203e6da430a7212a15,B18Fe40Ni42,"Ward, K.D., Crangle, J., Davies, H.A.: Proc. 4th Int. Conf. Rapidly Quenched Met., Sendai,Masumoto, T., Suzuki, K. (eds.), The Japan Institute of Metals 2 (1982) 1141-1144.",AM,Melt Spinning,Ribbon,,,,AES  EMA  TEM  XRD ,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a16,B18Fe41Ni41,"Duhaj, P., Svec, P., Majkova, E., Bohac, V., Matko, I.: Mater. Sci. Eng. A 133 (1991) 662-666.",AM,Melt Spinning,Ribbon,Width X Thickness,6,0.052,AES  EMA  SEM  TEM  XRD ,Carter,,,10.1016/0921-5093(91)90157-I,,,,,,,,,,,,,,
60490a203e6da430a7212a17,B18Fe41Ni41,"Kronmueller, H., Moser, N., Hofmann, A., Gehring, W.: Mater. Sci. Eng. 97 (1988) 473-477.",AM,Melt Spinning,Ribbon,,,,AES  EMA  SEM  TEM  XRD ,Carter,,,10.1016/0025-5416(88)90096-1,,,,,,,,,,,,,,
60490a203e6da430a7212a18,B18Fe41Ni41,"Hillmann, H., Hilzinger, H.R.: Proc. 3rd Int. Conf. Rapidly Quenched Met., London, Cantor, B. (ed.), The Metals Society 1 (1978) 371-374.",AM,Melt Spinning,Ribbon,Width X Thickness,1-1.5,0.03,AES  EMA  XRD ,Carter,,,,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a19,B18Fe57Ni25,"Komuro, M.: Master Dissertation, Tohoku University, 1984.",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.004,AES  AXS  EMA  SEM  TEM  XRD ,Carter,,,,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a1a,B18Fe62Ni20,"Komuro, M.: Master Dissertation, Tohoku University, 1984.",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.004,AES  AXS  EMA  SEM  TEM  XRD ,Carter,,,,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a1b,B18Fe67Ni15,"Komuro, M.: Master Dissertation, Tohoku University, 1984.",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.004,AES  AXS  EMA  SEM  TEM  XRD ,Carter,,,,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a1c,B18Fe72Ni10,"Komuro, M.: Master Dissertation, Tohoku University, 1984.",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.004,AES  AXS  EMA  SEM  TEM  XRD ,Carter,,,,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a1d,B18Fe72Si10,"Hoselitz, K.: Proc. 3rd Int. Conf. Rapidly Quenched Met., London, Cantor, B. (ed.), The Metals Society 2 (1978) 245-248. ",AM,Melt Spinning,Ribbon,Width X Thickness,1.0-2.0,0.02-0.05,DTA  UPS  XRD  -,Carter,,,,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a1e,B18Fe75Si7,"Zhang, S., Qian, C., Geng, Y., Zhang, D.: Mater. Sci. Eng. A 181/182 (1994) 966-968",AM,,Wire,,,,DTA  UPS  -,Carter,,,10.1016/0921-5093(94)90780-3,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a1f,B18Fe76Mo6,"Walter, J.L., Berkowitz, A.E.: Proc. 5th Int. Conf. Rapidly Quenched Met., W√ºrzburg,Steeb, S., Warlimont, H. (eds.), Elsevier Science Publishers B.V. 2 (1985) 1303-1306.",AM,Melt Spinning,Ribbon,Width X Thickness,2-Jan,0.027, TEM  XRD ,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a20,B18Fe76Nb3.6Zr2.4,"Yao, J.H., Yang, H., Zhang, J., Wang, J.Q., Li, Y.: Journal of Materials Research 23 (2008) 392–407",AM,,,,,,,Carter,801.0,,,,843.0,1409.0,,,,,,,,,,,
60490a203e6da430a7212a21,B18Fe76Nb6,"Makino, A., Suzuki, K., Inoue, A., Masumoto, T.: Mater. Sci. Eng. A 179/180 (1994) 127-131.",AM,Melt Spinning,Ribbon,Width X Thickness,1.0-2.0,0.027, TEM XRD,Carter,,,10.1016/0921-5093(94)90178-3,,,,,,,,,,,,,,
60490a203e6da430a7212a22,B18Fe76Pt6,"Walter, J.L., Berkowitz, A.E.: Proc. 5th Int. Conf. Rapidly Quenched Met., W√ºrzburg,Steeb, S., Warlimont, H. (eds.), Elsevier Science Publishers B.V. 2 (1985) 1303-1306.",AM,Quenching,Ribbon,Width X Thickness, 1-2,0.027,XRD,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a23,B18Fe76Si6,"Taub, A.I., Walter, J.L.: J. Non-Cryst. Solids 61-62 (1984) 811-816.",AM,,,,,,DTA  MS  OM  SEM  TEM  UPS  XRD  -,Carter,,,10.1016/0022-3093(84)90642-2,,,,,,,,,,,,,,
60490a203e6da430a7212a24,B18Fe76V6,"Walter, J.L., Berkowitz, A.E.: Proc. 5th Int. Conf. Rapidly Quenched Met., W√ºrzburg,Steeb, S., Warlimont, H. (eds.), Elsevier Science Publishers B.V. 2 (1985) 1303-1306.",AM,Melt Spinning,Ribbon,Width X Thickness,1.0-2.0,0.027, TEM  XRD ,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a25,B18Fe77Ni5,"Komuro, M.: Master Dissertation, Tohoku University, 1984.",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.004,AES  AXS  EMA  SEM  TEM  XRD ,Carter,,,,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a26,B18Fe77Sm5,"Kazama, N.S., Fujimori, H.: Proc. 4th Int. Conf. Rapidly Quenched Met., Sendai,Masumoto, T., Suzuki, K. (eds.), The Japan Institute of Metals 2 (1982) 799-802.",AM,Deposition,Thin Film,,,,XRD,Carter,,,,,,,,Ar-gas,,,,,,,,,
60490a203e6da430a7212a27,B18Fe77Tb5,"Kazama, N.S., Fujimori, H.: Proc. 4th Int. Conf. Rapidly Quenched Met., Sendai,Masumoto, T., Suzuki, K. (eds.), The Japan Institute of Metals 2 (1982) 799-802.",AM,Deposition,Thin Film,Diameter X Thickness,30,0.3-0.5,XRD,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a28,B18Fe78Mo4,"Walter, J.L., Berkowitz, A.E.: Proc. 5th Int. Conf. Rapidly Quenched Met., W√ºrzburg,Steeb, S., Warlimont, H. (eds.), Elsevier Science Publishers B.V. 2 (1985) 1303-1306.",AM,Melt Spinning,Ribbon,Width X Thickness,2-Jan,0.027, TEM  XRD ,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a29,B18Fe78Nb4,"Makino, A., Suzuki, K., Inoue, A., Masumoto, T.: Mater. Sci. Eng. A 179/180 (1994) 127-131.",AM,Melt Spinning,Ribbon,Width X Thickness,1.0-2.0,0.027, TEM XRD,Carter,,,10.1016/0921-5093(94)90178-3,,,,,,,,,,,,,,
60490a203e6da430a7212a2a,B18Fe78Pt4,"Walter, J.L., Berkowitz, A.E.: Proc. 5th Int. Conf. Rapidly Quenched Met., W√ºrzburg,Steeb, S., Warlimont, H. (eds.), Elsevier Science Publishers B.V. 2 (1985) 1303-1306.",AM,Quenching,Ribbon,Width X Thickness, 1-2,0.027,XRD,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a2b,B18Fe78Si4,"Taub, A.I., Walter, J.L.: J. Non-Cryst. Solids 61-62 (1984) 811-816.",AM,,,,,,DTA  MS  OM  SEM  TEM  UPS  XRD  -,Carter,,,10.1016/0022-3093(84)90642-2,,,,,,,,,,,,,,
60490a203e6da430a7212a2c,B18Fe78Si4,"Hoselitz, K.: Proc. 3rd Int. Conf. Rapidly Quenched Met., London, Cantor, B. (ed.), The Metals Society 2 (1978) 245-248. ",AM,Melt Spinning,Ribbon,Width X Thickness,1.0-2.0,0.02-0.05,DTA  UPS  XRD  -,Carter,,,,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a2d,B18Fe78V4,"Walter, J.L., Berkowitz, A.E.: Proc. 5th Int. Conf. Rapidly Quenched Met., W√ºrzburg,Steeb, S., Warlimont, H. (eds.), Elsevier Science Publishers B.V. 2 (1985) 1303-1306.",AM,Melt Spinning,Ribbon,Width X Thickness,1.0-2.0,0.027, TEM  XRD ,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a2e,B18Fe79P3,"Durand, J., Yung, M.: Amorphous Magnetism II, Levy, R.A., Hasegawa, R. (eds.), New York: Plenum Press, 1977, p. 275-288.",CR,Melt Spinning,Ribbon,,,,MS  XRD,Carter,,,10.1007/978-1-4613-4178-9_27,,,,,,,,,,,,,,
60490a203e6da430a7212a2f,B18Fe80Ge2,"Battezzati, L., Antonione, C., Riontino, G.: J. Non-Cryst. Solids 89 (1987) 114-130.",AM,Melt Spinning,Ribbon,Width X Thickness,0.5-1,0.02,,Carter,,,10.1016/S0022-3093(87)80327-7,,,,Radio Frequency Melting,Air,,,,,,,,,
60490a203e6da430a7212a30,B18Fe80Ge2,"Kern, R., Naka, M., Gonser, U.: Proc. 4th Int. Conf. Rapidly Quenched Met., Sendai,Masumoto, T., Suzuki, K. (eds.), The Japan Institute of Metals 2 (1982) 847-850.",AM,Melt Spinning,Ribbon,Width X Thickness,2-Jan,0.02,,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a31,B18Fe80Mo2,"Walter, J.L., Berkowitz, A.E.: Proc. 5th Int. Conf. Rapidly Quenched Met., W√ºrzburg,Steeb, S., Warlimont, H. (eds.), Elsevier Science Publishers B.V. 2 (1985) 1303-1306.",AM,Melt Spinning,Ribbon,Width X Thickness,2-Jan,0.027, TEM  XRD ,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a32,B18Fe80Nb2,"Makino, A., Suzuki, K., Inoue, A., Masumoto, T.: Mater. Sci. Eng. A 179/180 (1994) 127-131.",AM,Melt Spinning,Ribbon,Width X Thickness,1.0-2.0,0.027, TEM XRD,Carter,,,10.1016/0921-5093(94)90178-3,,,,,,,,,,,,,,
60490a203e6da430a7212a33,B18Fe80P2,"Kern, R., Naka, M., Gonser, U.: Proc. 4th Int. Conf. Rapidly Quenched Met., Sendai,Masumoto, T., Suzuki, K. (eds.), The Japan Institute of Metals 2 (1982) 847-850.",AM,Melt Spinning,Ribbon,Width X Thickness,1.0-2.0,0.02,MS  XRD,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a34,B18Fe80P2,"Durand, J., Yung, M.: Amorphous Magnetism II, Levy, R.A., Hasegawa, R. (eds.), New York: Plenum Press, 1977, p. 275-288.",CR,Melt Spinning,Ribbon,,,,MS  XRD,Carter,,,10.1007/978-1-4613-4178-9_27,,,,,,,,,,,,,,
60490a203e6da430a7212a35,B18Fe80Pd2,"Battezzati, L., Antonione, C., Riontino, G.: J. Non-Cryst. Solids 89 (1987) 114-130.",AM,Melt Spinning,Ribbon,Width X Thickness, 0.5-1,0.02,,Carter,,,10.1016/S0022-3093(87)80327-7,,,,Radio Frequency Melting,Air,,,,,,,,,
60490a203e6da430a7212a36,B18Fe80Pt2,"Walter, J.L., Berkowitz, A.E.: Proc. 5th Int. Conf. Rapidly Quenched Met., W√ºrzburg,Steeb, S., Warlimont, H. (eds.), Elsevier Science Publishers B.V. 2 (1985) 1303-1306.",AM,Quenching,Ribbon,Width X Thickness, 1-2,0.027,XRD,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a37,B18Fe80Si2,"['Hoselitz, K.: Proc. 3rd Int. Conf. Rapidly Quenched Met., London, Cantor, B. (ed.), The Metals Society 2 (1978) 245-248. '
 'Gonser, U., Ghafari, M., Ackermann, M., Klein, H.P., Bauer, J., Wagner, H.-G.: Proc. 4thInt. Conf. Rapidly Quenched Met., Sendai, Masumoto, T., Suzuki, K. (eds.), The JapanInstitute of Metals 1 (1982) 639-642.']",AM,Melt Spinning,Ribbon,Width X Thickness,['1.0-2.0' '1'],['0.02-0.05' '0.035'],['DTA  UPS  XRD  -' 'DTA  TEM  UPS  XRD  -'],Carter,,,,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a38,B18Fe80Si2,"Taub, A.I., Walter, J.L.: J. Non-Cryst. Solids 61-62 (1984) 811-816.",AM,,,,,,DTA  MS  OM  SEM  TEM  UPS  XRD  -,Carter,,,10.1016/0022-3093(84)90642-2,,,,,,,,,,,,,,
60490a203e6da430a7212a39,B18Fe80V2,"Walter, J.L., Berkowitz, A.E.: Proc. 5th Int. Conf. Rapidly Quenched Met., W√ºrzburg,Steeb, S., Warlimont, H. (eds.), Elsevier Science Publishers B.V. 2 (1985) 1303-1306.",AM,Melt Spinning,Ribbon,Width X Thickness,1.0-2.0,0.027, TEM  XRD ,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a3a,B18Fe80Zr2,"['Ohnuma, S., Nose, M., Shirakawa, K., Masumoto, T.: Sci. Rep. Res. Inst. Tohoku Univ.Ser. A 29 (1981) 254-264.'
 'Nose, M.: Doctor Thesis, Tohoku University, 1988.']",AM,Melt Spinning,Ribbon,,,,,Carter,,,,,,,['CR' 'Radio Frequency Melting'],,,,,,,,,,
60490a203e6da430a7212a3b,B18Fe82,"Durand, J., Yung, M.: Amorphous Magnetism II, Levy, R.A., Hasegawa, R. (eds.), New York: Plenum Press, 1977, p. 275-288.",CR,Melt Spinning,Ribbon,,,,MS  XRD,Carter,,,10.1007/978-1-4613-4178-9_27,,,,,,,,,,,,,,
60490a203e6da430a7212a3c,B18Fe82,"Taub, A.I., Walter, J.L.: J. Non-Cryst. Solids 61-62 (1984) 811-816.",AM,,,,,,DTA  MS  OM  SEM  TEM  UPS  XRD  -,Carter,,,10.1016/0022-3093(84)90642-2,,,,,,,,,,,,,,
60490a203e6da430a7212a3d,B18Fe82,"Fujikura, M., Yamada, T., Sato, T.: Mater. Sci. Eng. A 181/182 (1994) 1351-1354.",AM,Melt Spinning,Ribbon,Width,25,,DTA  OM  SEM  TEM  UPS  XRD  -,Carter,,,10.1016/0921-5093(94)90861-3,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a3e,B18Fe82,"Yamada, M., Terashima, Y., Tanaka, K.: Mater. Trans. JIM 34 (1993) 895-900.",AM,Quenching,Ribbon,Width X Thickness,2,0.015, XRD TEM SEM,Carter,,,10.2320/matertrans1989.34.895,,,,Radio Frequency Melting,,,,,,,,,,
60490a203e6da430a7212a3f,B18Fe82,"Fritsch, G., Keimel, J.: Mater. Sci. Eng. A 134 (1991) 888-892.",AM,Melt Spinning,Ribbon,,,,XRD ,Carter,,,10.1016/0921-5093(91)90884-P,,,,,,,,,,,,,,
60490a203e6da430a7212a40,B18Fe82,"Inoue, A., Kitamura, A., Masumoto, T.: J. Mater. Sci. 16 (1981) 1895-1908.",AM,Melt Spinning,Ribbon,Width X Thickness,2-Jan, 0.02-0.03,TEM XRD,Carter,,,10.1007/BF00540638,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7212a41,B18Fe82,"['Komuro, M.: Master Dissertation, Tohoku University, 1984.'
 'Hoselitz, K.: Proc. 3rd Int. Conf. Rapidly Quenched Met., London, Cantor, B. (ed.), The Metals Society 2 (1978) 245-248. ']",AM,Melt Spinning,Ribbon,Width X Thickness,['1' '1.0-2.0'],['0.04' '0.02-0.05'],['AXS  SEM  TEM  XRD ' 'DTA  UPS  XRD  -'],Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7212a42,B18Mo49.2Ru32.8,"Koch, C.C., Scarbrough, J.O., Kroeger, D.M.: Proc. 4th Int. Conf. Rapidly Quenched Met.,Sendai, Masumoto, T., Suzuki, K. (eds.), The Japan Institute of Metals 2 (1982) 1229-1232.",AM,,,,,,SEM  XRD ,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7212a43,B18Mo49.2Ru32.8,"Mehra, M., Schulz, R., Johnson, W.L.: J. Non-Cryst. Solids 61-62 (1984) 859-864.",AM,,Foil,,,,SEM  TEM  XRD ,Carter,,,10.1016/0022-3093(84)90650-1,,,,,,,,,,,,,,
60490a203e6da430a7212a44,B18Ni76Si6,"Inoue, A., Masumoto, T., Kikuchi, M., Minemura, T.: Sci. Rep. Res. Inst. Tohoku Univ. Ser. A 27 (1979) 127-146.",AM,Melt Spinning,Ribbon,Width X Thickness,2.0-3.0,0.04-0.08, TEM  XRD ,Carter,,,,,,,,Ar-gas,,,,,,,,,
60490a203e6da430a7212a45,B18Ni80P2,"Kursumovic, A., Babic, E., Liebermann, H.H.: Mater. Sci. Eng. A 133 (1991) 321-324.",AM,Melt Spinning,Ribbon,Width X Thickness,0.6,0.017, XRD ,Carter,,,10.1016/0921-5093(91)90078-2,,,,,,,,,,,,,,
60490a203e6da430a7212a46,B18Ni82,"Inoue, A., Kitamura, A., Masumoto, T.: J. Mater. Sci. 16 (1981) 1895-1908.",AM,Melt Spinning,Ribbon,Width X Thickness,2-Jan, 0.02-0.03,TEM XRD,Carter,,,10.1007/BF00540638,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7212a47,B18Ni82,"Inoue, A., Nakamura, T., Masumoto, T.: J. Mater. Sci. Lett. 5 (1986) 1178-1180.",CR,Melt Spinning,Ribbon,Width X Thickness,1.5,0.015,TEM XRD,Carter,,,10.1007/BF01742239,,,,Arc Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7212a48,B19.01Co28.51Cr1Fe42.77Nb3.96Si4.75,,,,,,,,,Lane,827.0,1462.0,10.1016/j.jallcom.2008.07.087,4.0,871.0,,,,,,,,,,,,
60490a203e6da430a7212a49,B19.02Fe69.42Nb3.96Si4.75Tb2.85,"Li, J. W., He, A. N., & Shen, B. L. (2014). Effect of Tb addition on the thermal stability, glass-forming ability and magnetic properties of Fe–B–Si–Nb bulk metallic glass. Journal of Alloys and Compounds, 586, S46–S49.",AM,Melt Cast,Rod,,,,,Carter,844.0,1440.0,10.1016/j.jallcom.2012.09.087,2.5,914.0,,,,,,,,,,,,
60490a203e6da430a7212a4a,B19.1Ni78.8Ti2.1,"Merk, N., Morris, D.G., Morris, M.A.: Mater. Sci. Eng. 97 (1988) 279-283.",AM,Melt Spinning,Ribbon,Width X Thickness,9,20,TEM,Carter,,,10.1016/0025-5416(88)90057-2,,,,,Ar-gas,,,,,,,,,
60490a203e6da430a7212a4b,B19.2Co14.4Fe57.6Nb4Si4.8,"Q.J. Chen, J. Shen, D.L. Zhang, H.B. Fan, J.F. Sun, D.G. McCartney, Mater.Sci. Eng. A 433 (2006) 155. ",AM,Melt Cast,Rod,,,,,Carter,830.0,1431.0,10.1016/j.msea.2006.06.053,2.5,880.0,,,,,,,,,,,,
60490a203e6da430a7212a4c,B19.2Co14.4Fe57.6Nb4Si4.8,,,,,,,,,Ben,830.0,1431.0,10.1016/j.jallcom.2008.07.087,2.5,880.0,,,,,,,,,,,,
60490a203e6da430a7212a4d,B19.2Co14.4Fe57.6Nb4Si4.8,,,,,,,,,Lane,830.0,1431.0,10.1016/j.jallcom.2008.07.087,2.5,880.0,,,,,,,,,,,,
60490a203e6da430a7212a4e,B19.2Co21.6Fe50.4Nb4Si4.8,"Q.J. Chen, J. Shen, D.L. Zhang, H.B. Fan, J.F. Sun, D.G. McCartney, Mater.Sci. Eng. A 433 (2006) 155. ",AM,Melt Cast,Rod,,,,,Carter,828.0,1413.0,10.1016/j.msea.2006.06.053,3.5,878.0,,,,,,,,,,,,
60490a203e6da430a7212a4f,B19.2Co21.6Fe50.4Nb4Si4.8,,,,,,,,,Ben,828.0,1413.0,10.1016/j.jallcom.2008.07.087,3.5,878.0,,,,,,,,,,,,
60490a203e6da430a7212a50,B19.2Co21.6Fe50.4Nb4Si4.8,,,,,,,,,Lane,828.0,1413.0,10.1016/j.jallcom.2008.07.087,3.5,878.0,,,,,,,,,,,,
60490a203e6da430a7212a51,B19.2Co28.8Fe43.2Nb4Si4.8,,,,,,,,,Lane,826.0,1452.0,10.1016/j.jallcom.2008.07.087,4.0,870.0,,,,,,,,,,,,
60490a203e6da430a7212a52,B19.2Co28.8Fe43.2Nb4Si4.8,"Q.J. Chen, J. Shen, D.L. Zhang, H.B. Fan, J.F. Sun, D.G. McCartney, Mater.Sci. Eng. A 433 (2006) 155. ",AM,Melt Cast,Rod,,,,,Carter,825.0,1407.0,10.1016/j.msea.2006.06.053,4.0,875.0,,,,,,,,,,,,
60490a203e6da430a7212a53,B19.2Co28.8Fe43.2Nb4Si4.8,,,,,,,,,Ben,825.0,1407.0,10.1016/j.jallcom.2008.07.087,4.0,875.0,,,,,,,,,,,,
60490a203e6da430a7212a54,B19.2Co28.8Fe43.2Nb4Si4.8,,,,,,,,,Lane,825.0,1407.0,10.1016/j.jallcom.2008.07.087,4.0,875.0,,,,,,,,,,,,
60490a203e6da430a7212a55,B19.2Co36Fe36Nb4Si4.8,"Q.J. Chen, J. Shen, D.L. Zhang, H.B. Fan, J.F. Sun, D.G. McCartney, Mater.Sci. Eng. A 433 (2006) 155. ",AM,Melt Cast,Rod,,,,,Carter,820.0,1397.0,10.1016/j.msea.2006.06.053,5.0,870.0,,,,,,,,,,,,
60490a203e6da430a7212a56,B19.2Co36Fe36Nb4Si4.8,,,,,,,,,Lane,820.0,1397.0,10.1016/j.jallcom.2008.07.087,5.0,870.0,,,,,,,,,,,,
